participant_id,age,gender,ethnicity,native_language,highest_education,online_tests_taken_last_3_years,motivational_message_id,concept,theory,time_spent_on_message,word_creation_skill_level,cheating_rate_practice_round,total_words_practice_round,cheating_rate_main_round,total_words_main_round,cheating_lying_rate,performance_score_excluding_cheated_words,performance_score_including_cheated_words,used_external_resources,confessed_words_count,cheating_main_round,has_page_left,total_time_page_left,has_mouse_inactivity,total_time_mouse_inactivity,valid_7_letter_words,valid_8_letter_words,usability,task_engagement,task_satisfaction,message_understanding,PME_on_honest_task_completion,PME_on_task_performance,PME_on_task_experience,autonomy_need_satisfaction,autonomy_need_frustration,competence_need_satisfaction,competence_need_frustration,relatedness_need_satisfaction,relatedness_need_frustration,overall_need_satisfaction,overall_need_frustration,performance_accomplishments,vicarious_experience,verbal_persuasion,emotional_arousal,task_specific_self_efficacy,injunctive_norms,descriptive_norms,reference_group_identification,social_sanctions,norm_perception,cognitive_discomfort,moral_disengagement,message_comprehend,message_confidence,message_attitude,message_impact,message_persistence,message_suggestion,feedback
p_934,26.0,Male,Black or African American,English,Professional degree,4.0,emotional_arousal_2,emotional_arousal,Self-Efficacy Theory,26.55,5,0.0,4,0.0,11,0.0,46,46,False,0,False,0,0.0,0,0.0,2.0,1.0,6.67,6.25,5.4,3.67,1.0,1.2,4.0,6.0,1.5,5.0,2.5,3.0,4.0,4.67,2.67,2.0,1.0,1.5,2.0,1.62,2.5,3.0,1.0,1.5,2.0,1.89,2.17,things being tough and pushing through,2.0,Nothing in particular,I thought the words tough and through would be some of the answers so looked for these first.,No,To persevere when you reach a hurdle,
p_935,22.0,Male,Asian / Pacific Islander,English,"High school graduate, diploma or the equivalent (for example: GED)",4.0,autonomy_1,autonomy,Self-Determination Theory,43.39,6,0.0,1,0.0,3,0.0,6,6,False,0,False,0,0.0,1,25.0,0.0,0.0,7.0,5.12,6.0,4.67,6.0,5.8,5.67,6.0,4.0,5.5,3.0,5.0,2.0,5.5,3.0,6.0,6.0,6.0,4.5,5.62,5.5,4.5,5.5,5.0,5.12,1.33,5.17,How the words I made were reflecting on my personal choices,1.0,"Confusion, Curious, Happy",I thought to challenge myself more to think of more words in the challenge.,How the words I made somehow reflected on my personal choices.,Emphasise on thinking abilities and challenging yourself,The study was about how people's thinking skills would be affected if they presented with a message.
p_936,28.0,Male,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",5.0,relatedness_2,relatedness,Self-Determination Theory,28.4,6,0.0,1,0.0,4,0.0,12,12,False,0,False,0,0.0,1,38.35,0.0,0.0,6.33,4.62,5.8,3.33,2.67,3.6,4.67,5.5,4.0,4.0,4.5,3.5,3.0,4.33,3.83,3.5,3.0,3.5,4.0,3.5,4.5,4.0,3.0,3.5,3.75,2.11,4.17,Having support from other people.,2.0,"Curiosity, relevance.",I don't think the message did influence how I approached the challenge.,No.,I don't think I would change the message.,"I enjoyed it, I thought I would do better than I did though. I think I froze a little bit knowing there was a countdown timer."
p_937,26.0,Female,White or Caucasian,English,Bachelor’s degree,14.0,social_sanctions_2,social_sanctions,Social Norms Theory,16.49,3,0.0,4,0.0,8,0.0,16,16,False,0,False,0,0.0,0,0.0,0.0,0.0,6.0,4.62,6.0,5.33,4.0,5.0,3.67,5.5,3.0,3.5,5.0,3.5,3.0,4.17,3.67,3.5,3.0,3.5,4.5,3.62,4.5,4.0,4.0,3.0,3.88,2.11,5.0,How my peers would judge me based on how I did.,4.0,annoyance,It may have made me try harder.,I didn't really think about the message during the challenge.,Include that the average person does really well.,
p_938,27.0,Male,White or Caucasian,English,Bachelor’s degree,1.0,dissonance_arousal_2,dissonance_arousal,Cognitive Dissonance Theory,19.01,4,0.0,0,1.0,4,1.0,0,10,False,0,True,1,83.45,1,0.46,0.0,0.0,6.67,5.75,6.2,4.0,4.0,4.0,4.0,5.0,4.5,5.5,3.5,5.5,5.5,5.33,4.5,5.5,4.5,5.5,4.0,4.88,6.5,6.0,4.5,5.5,5.62,2.78,5.5,dO NOT remember,1.0,do not remember the message,na,na,na,
p_939,28.0,Male,Asian / Pacific Islander,English,Master’s degree,12.0,control,control,No Theory,23.01,7,1.0,5,1.0,10,0.9,0,34,True,1,True,1,8.02,1,21.27,1.0,0.0,7.0,4.88,6.4,2.67,2.33,3.4,2.33,6.0,3.0,5.5,2.5,4.5,2.0,5.33,2.5,5.5,4.5,4.5,4.5,4.75,4.0,6.0,4.5,6.0,5.12,1.33,1.67,Wait for the okay message,2.0,Confusion,No,,Congratulate them for doing well,
p_940,36.0,Female,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",50.0,dissonance_arousal_1,dissonance_arousal,Cognitive Dissonance Theory,13.35,7,0.0,4,0.0,6,0.0,10,10,False,0,False,0,0.0,1,5.6,0.0,0.0,7.0,3.62,7.0,6.67,4.0,5.0,5.67,6.0,2.5,5.5,1.0,5.5,1.5,5.67,1.67,5.0,4.5,5.0,5.5,5.0,6.0,5.0,2.5,1.0,3.62,1.67,3.0,the challenge ahead,1.0,none,it helped me understand better,,to be as creative as possible with the words and take your time,
p_941,26.0,Male,Black or African American,"Englis, Somali","High school graduate, diploma or the equivalent (for example: GED)",100.0,performance_accomplishments_3,performance_accomplishments,Self-Efficacy Theory,18.78,5,1.0,1,0.0,4,0.0,16,16,False,0,False,0,0.0,1,14.77,1.0,0.0,6.0,4.75,5.4,4.67,2.33,2.0,4.33,2.5,3.0,3.0,3.0,3.0,3.0,2.83,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.56,5.0,It told me to think back to a time.,4.0,I was neutral.,It did not influence me in any way.,Nothing really.,I dont know,IT WAS FUN AND SHORT.
p_942,25.0,Female,White or Caucasian,English,"Some college credit, no degree",6.0,dissonance_reduction_2,dissonance_reduction,Cognitive Dissonance Theory,14.37,5,0.0,4,0.0,8,0.0,40,40,False,0,False,0,0.0,0,0.0,4.0,1.0,5.33,5.12,6.8,4.33,4.0,4.0,5.33,6.5,2.0,5.0,2.0,4.5,2.0,5.33,2.0,5.0,2.5,4.0,6.0,4.38,5.5,4.5,3.5,2.0,3.88,1.11,4.0,How I was possibly holding back from my full potential in the challenge,3.0,It made me think I didn't try hard enough in the practice,It made me aim to focus on finding longer words first.,I put in a bit more effort.,"I'd encourage them to look at the whole image. All of the letters, and try to use them all for words first, instead of focusing on smaller words.","It was fun; but I feel the drag-and-drop aspect slowed my progress, perhaps being able to type it in would be better?"
p_943,23.0,Male,Black or African American,English,Bachelor’s degree,10.0,control,control,No Theory,13.63,7,0.0,5,0.0,5,0.0,16,16,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,5.62,6.4,5.0,5.33,6.2,6.0,6.0,1.5,6.5,1.0,6.0,1.0,6.17,1.17,6.0,5.0,5.0,4.5,5.12,4.0,3.5,4.5,4.5,4.12,2.67,2.33,The message was about waiting to start the word game,2.0,I was focused and determined to complete the task,"I was more focused than before, I wanted to be successful","I did not think about them through the challenge, I was just focused","Next will be another word challenge, please wait for the button to appear",
p_944,22.0,Female,White or Caucasian,English,"Some college credit, no degree",2.0,vicarious_experience_1,vicarious_experience,Self-Efficacy Theory,14.34,5,0.0,2,0.0,9,0.0,26,26,False,0,False,0,0.0,0,0.0,0.0,0.0,6.67,6.25,6.6,5.0,4.33,6.6,5.67,6.5,2.0,5.5,2.5,3.5,5.0,5.17,3.17,4.5,5.5,5.0,6.0,5.25,5.5,4.0,3.0,2.0,3.62,1.11,4.5,collegues and that remember a time they got past a challange,1.0,motivated,it felt more like a challenge,nope but i got the sense that i could do well,i would continue using the real word scenerio as it makes you think,I enjoyed the study and wish there were more levels
p_945,24.0,Male,White or Caucasian,English,Bachelor’s degree,30.0,autonomy_1,autonomy,Self-Determination Theory,12.23,7,0.0,7,0.0,10,0.0,14,14,False,0,False,0,0.0,0,0.0,0.0,0.0,6.0,6.62,6.8,5.0,3.0,7.0,6.0,6.0,2.5,6.5,3.5,5.0,1.5,5.83,2.5,6.0,5.5,6.0,6.5,6.0,5.5,5.5,3.5,2.0,4.12,1.0,3.83,your actions are decided by your choices,2.0,inspired and hopeful,helped show that I have the creative ability to complete the challenge,"Nothing in particular, just that it gave a boost in confidence","You have the ability to create the words, relax and let it come to you","I enjoyed the study and would love to do something similar again, I found it fun and liked the puzzle"
p_946,,,,,,,relatedness_1,relatedness,Self-Determination Theory,13.43,2,0.0,3,0.0,3,0.0,4,4,False,0,False,0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p_947,22.0,Female,Asian / Pacific Islander,english,Bachelor’s degree,0.0,performance_accomplishments_1,performance_accomplishments,Self-Efficacy Theory,37.14,4,0.0,6,0.0,4,0.0,14,14,False,0,False,0,0.0,1,0.66,1.0,0.0,5.33,6.5,6.0,6.0,3.0,6.0,6.33,3.5,2.0,5.5,2.5,1.5,3.5,3.5,2.67,6.0,6.5,6.5,6.5,6.38,5.0,3.0,1.0,1.0,2.5,1.22,4.67,the biggest achievement i made which i suppose was to give words of encouragement,5.0,a lot of supportive energy,just gave a random reminder that we are more than capable than we think,no,to not be afraid and just do it as you will not lose anything by trying!,it was very fun and engaging
p_948,33.0,Female,Mixed - Asian and White,English,Trade/technical/vocational training,100.0,dissonance_reduction_3,dissonance_reduction,Cognitive Dissonance Theory,29.93,5,0.0,5,0.0,11,0.0,34,34,False,0,False,0,0.0,0,0.0,1.0,0.0,6.33,5.25,6.6,1.0,3.67,2.2,1.67,4.0,1.5,4.0,3.0,3.0,1.0,3.67,1.83,3.0,1.5,2.0,2.5,2.25,2.0,2.5,3.0,5.0,3.12,1.33,2.67,"something about finding what you stand for. I can't really remember what else was said, but it didn't feel in keeping with the task.",1.0,"Confusion, I had to read it a couple of times to try understand the relevance","I tried to keep it in mind when completing the task, but it didn't really have any relevance so I soon forget it","Just something about standing up, not sure about anything else.","Probably just a tip on how to get the most points, rather than a quote which seemed irrelevant.","Interesting, I wonder what you were trying to test by displaying the message text. However, I enjoyed the study, I play Wordle daily so hoped it would help me get some extra words in. Regarding improvements, I think using a keyboard instead of clicking the words would have been better."
p_949,34.0,Male,Black or African American,English,Bachelor’s degree,500.0,vicarious_experience_1,vicarious_experience,Self-Efficacy Theory,37.77,9,1.0,1,0.0,0,0.0,0,0,False,0,False,0,0.0,0,0.0,0.0,0.0,6.67,3.25,6.8,6.67,6.33,6.8,6.67,5.5,2.0,6.5,4.5,5.5,4.5,5.83,3.67,6.5,6.5,7.0,7.0,6.75,7.0,6.5,6.0,7.0,6.62,1.67,5.0,"In this study, you will play a fun word creation task and answer a few quick questions about your experience. We are exploring how different messages influence focus and motivation during simple tasks. You can earn bonus rewards based on your performance. So, the better you do, the more you earn!",5.0,Happy,on how to set the letters to fit in,yes,the fact i have to think about what to do next,is really noice and encouraging. it sharpens the brian and the way you make decisions
p_950,19.0,Female,Black or African American,English,"High school graduate, diploma or the equivalent (for example: GED)",70.0,performance_accomplishments_2,performance_accomplishments,Self-Efficacy Theory,14.46,7,0.0,2,0.8,5,1.0,4,22,False,0,True,0,0.0,1,7.03,1.0,0.0,7.0,5.0,6.2,1.33,1.0,3.8,3.0,5.5,5.0,5.0,1.5,3.5,4.0,4.67,3.5,5.0,1.0,2.5,3.5,3.0,4.5,3.0,3.0,1.5,3.0,1.22,3.17,Remember a time where something was important to you,1.0,Stillness,It didn't as I was more focused on completing the task,There weren't any I can recall,I would include more challenges and emphasise the importance of remembering the message,Very easy and simple
p_952,35.0,Female,White or Caucasian,English,Bachelor’s degree,3.0,social_sanctions_2,social_sanctions,Social Norms Theory,12.47,9,0.0,3,0.0,8,0.0,22,22,False,0,False,0,0.0,0,0.0,1.0,0.0,5.67,5.25,5.8,5.33,3.67,3.4,4.67,6.0,2.5,5.5,2.5,4.5,2.0,5.33,2.33,5.0,3.5,4.5,4.5,4.38,5.0,3.5,3.5,3.5,3.88,2.33,3.67,Remembering how other people would feel about my participation in the task and how much effort I put in.,2.0,None in particular.,It didn't influence my approach.,None in particular.,"I don't think it affected my approach, so I wouldn't change anything.",It was enjoyable!
p_953,25.0,Male,White or Caucasian,English,Master’s degree,100.0,reference_group_identification_3,reference_group_identification,Social Norms Theory,25.28,4,0.0,2,0.0,7,0.0,14,14,False,0,False,0,0.0,0,0.0,0.0,0.0,6.67,5.38,6.0,4.67,5.33,5.6,5.0,6.0,2.0,4.0,3.5,4.5,3.5,4.83,3.0,3.0,4.5,5.0,5.0,4.38,5.0,3.5,3.0,2.0,3.38,1.22,4.67,Being part of a team and trusting your creative skills/abilities,4.0,"Inspiration, slight confusion",I think it gave me more confidence to keep trying when I was stuck,"Being creative, so I tried different starting letters when stuck",Not giving up and not panicking,
p_954,30.0,Female,White or Caucasian,English,Master’s degree,30.0,self_concept_1,self_concept,Cognitive Dissonance Theory,22.56,6,0.0,4,0.0,8,0.0,24,24,False,0,False,0,0.0,0,0.0,0.0,0.0,6.33,5.88,6.6,5.67,3.67,4.0,3.67,4.5,4.0,5.0,2.0,3.0,4.0,4.17,3.33,5.0,3.0,3.5,4.0,3.88,4.0,5.0,3.5,6.5,4.75,1.0,4.0,"honor, pushing yourself, and curiousity.",2.0,Motivation,I thought some of the words may be present in the word scramble,No,I am unsure,
p_955,35.0,Male,Black or African American,english,Bachelor’s degree,22.0,social_sanctions_2,social_sanctions,Social Norms Theory,14.78,6,0.0,3,0.0,7,0.0,26,26,False,0,False,1,1.59,0,0.0,1.0,0.0,7.0,2.12,6.6,7.0,3.67,5.8,7.0,7.0,2.0,4.0,4.5,4.0,3.5,5.0,3.33,6.0,4.0,5.5,6.0,5.38,6.5,5.5,4.0,5.0,5.25,1.0,5.5,someone you know viewing how well you did,5.0,confidence and calm,more determined,cant think of any,Focus and relax,I enjoyed the study it was well explained and thoughtful
p_956,31.0,Male,Black or African American,English,Master’s degree,25.0,emotional_arousal_2,emotional_arousal,Self-Efficacy Theory,119.8,7,1.0,1,1.0,4,1.0,0,16,False,0,True,0,0.0,1,30.58,2.0,0.0,7.0,6.5,7.0,5.67,4.67,6.6,7.0,6.5,2.5,6.0,1.5,6.5,1.0,6.33,1.67,7.0,6.0,6.5,5.5,6.25,7.0,6.5,5.5,5.5,6.12,1.11,1.83,when life gets tough,2.0,i can do anything i set my mind to do,encouraged me to focus on the task,no,set your mind on the task and don't doubt your gut feelings,"very challenging and fun, i play scrabbles so i applied my skill into it, some pressure because of the time but i had so much fun and i wish i could do more of this."
p_957,21.0,Female,White or Caucasian,English,"Some college credit, no degree",10.0,social_sanctions_3,social_sanctions,Social Norms Theory,12.4,6,0.0,3,0.0,11,0.0,26,26,False,0,False,0,0.0,0,0.0,1.0,0.0,7.0,4.62,6.2,3.0,1.0,1.0,3.33,3.0,5.5,5.5,3.0,3.0,2.0,3.83,3.5,5.5,1.0,3.0,3.0,3.12,4.0,2.5,3.0,3.5,3.25,1.22,5.17,Something about owning up to mistakes,1.0,,It didn't,No,Unsure,
p_958,34.0,Female,White or Caucasian,english,Bachelor’s degree,2000.0,control,control,No Theory,17.35,8,0.0,5,0.0,6,0.0,20,20,False,0,False,0,0.0,0,0.0,1.0,0.0,5.0,4.88,5.4,4.67,3.67,4.6,4.33,5.0,5.0,5.0,4.0,4.0,4.0,4.67,4.33,4.0,5.0,5.0,4.5,4.62,4.5,4.5,4.5,4.0,4.38,3.22,4.17,do not remember,1.0,anxious,was to anxious,no,no,memory
p_959,19.0,Male,Asian British,English,"High school graduate, diploma or the equivalent (for example: GED)",0.0,descriptive_norms_1,descriptive_norms,Social Norms Theory,12.92,8,1.0,3,1.0,8,0.0,0,46,True,8,True,0,0.0,1,8.9,5.0,2.0,6.67,6.62,7.0,1.0,1.67,1.0,4.0,7.0,4.5,7.0,1.0,5.5,4.5,6.5,3.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.11,4.17,playing the game,1.0,annoyed,It didn't,No,Give clues,I liked the game but the survey was too long
p_960,31.0,Male,White or Caucasian,English,"Some high school, no diploma",50.0,emotional_arousal_1,emotional_arousal,Self-Efficacy Theory,14.86,6,0.0,3,0.0,7,0.0,18,18,False,0,False,0,0.0,1,0.47,0.0,0.0,6.67,4.25,4.8,2.0,1.0,2.2,2.0,4.5,3.0,5.0,2.0,3.0,3.0,4.17,2.67,4.0,2.0,3.5,2.5,3.0,2.0,2.0,1.5,2.0,1.88,2.22,4.5,i do not remember,1.0,confusion,it didn't at all,no,it would talk more about the challenge itself,
p_961,26.0,Male,White or Caucasian,English,Associate degree,50.0,competence_3,competence,Self-Determination Theory,12.06,4,1.0,4,1.0,10,1.0,0,36,False,0,True,1,48.18,0,0.0,1.0,1.0,6.0,4.12,6.0,5.0,2.0,3.6,3.33,5.5,2.5,5.5,2.5,4.0,1.5,5.0,2.17,6.0,4.0,5.0,3.5,4.62,5.0,4.5,5.0,2.5,4.25,2.0,5.5,not giving up and keep trying when you are struggling with a challenge!,5.0,"pride, relief and joy","not really at all, i felt confident anyway",not really the message was nice but didnt linger on my mind at all,"keep looking at the letters and take your time, the larger words will come to you naturally, don't rush!",
p_962,28.0,Male,White or Caucasian,English,"Some college credit, no degree",5.0,relatedness_2,relatedness,Self-Determination Theory,12.8,4,1.0,6,1.0,10,1.0,0,40,False,0,True,1,18.18,0,0.0,4.0,0.0,6.67,4.5,5.6,2.0,1.0,3.8,4.0,5.5,2.5,5.0,4.0,4.0,3.0,4.83,3.17,4.5,2.0,4.0,3.5,3.5,5.0,4.0,2.5,3.5,3.75,1.89,5.0,I can't remember,1.0,I don't remember any emotions,The message had no effect,No there were not,I would tell them to forget about all their worries,The study was fun and kept my attention throughout. I would love to partake in more of these studies in the future
p_963,30.0,Male,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",30.0,verbal_persuasion_1,verbal_persuasion,Self-Efficacy Theory,14.19,7,0.0,4,0.17,6,1.0,8,10,False,0,True,0,0.0,1,5.6,0.0,0.0,6.67,6.12,6.0,4.0,2.67,4.2,4.0,6.0,2.0,5.0,3.0,4.5,1.5,5.17,2.17,4.5,5.0,4.0,5.5,4.75,4.0,5.0,1.5,2.5,3.25,1.33,4.17,pom bears,1.0,No emotions,Gave me a boost,No,Emphasise more positivity,It took significant time to drag the letters across. Essentially wasted time. Is there a way you could change it so the letters could be typed instead?
p_964,30.0,Male,White or Caucasian,English,Bachelor’s degree,0.0,emotional_arousal_2,emotional_arousal,Self-Efficacy Theory,14.05,3,0.0,3,0.12,8,1.0,20,20,False,0,True,1,15.08,0,0.0,1.0,0.0,7.0,6.12,7.0,5.67,4.33,4.4,6.33,6.0,3.0,5.0,1.5,5.0,2.5,5.33,2.33,4.0,4.5,5.0,4.5,4.5,6.0,5.5,4.5,4.5,5.12,1.0,4.33,It said something about the amount of effort you put into a task can directly affect how you reach your goal or something along those lines.,3.0,Just seemed like a positivity quote.,It didnt change the way I approached the challenge.,Not really.,"I dont really know what you should change, it just seemed like a typical positive affirmation/quote",
p_965,27.0,Male,White or Caucasian,English,"Some college credit, no degree",10.0,verbal_persuasion_3,verbal_persuasion,Self-Efficacy Theory,21.71,9,1.0,4,1.0,10,1.0,0,42,False,0,True,1,21.01,0,0.0,0.0,2.0,7.0,5.12,7.0,3.0,2.67,3.4,4.67,7.0,2.0,7.0,1.0,4.5,1.5,6.17,1.5,7.0,4.5,5.0,3.5,5.0,6.5,6.5,4.5,4.5,5.5,1.0,3.33,how someone can give you words of encouragement and how this motivates you,5.0,i had flashbacks to some managers i used to have in my job who could lead a team well,had not effect,no,i would tell them to focus on the task,Easy to understand and fun study I enjoyed it.
p_966,27.0,Male,Black or African American,English,"Some college credit, no degree",350.0,descriptive_norms_2,descriptive_norms,Social Norms Theory,15.92,6,0.0,4,0.0,7,0.0,20,20,False,0,False,0,0.0,0,0.0,1.0,0.0,7.0,4.88,6.0,3.67,2.67,3.6,3.0,5.5,4.5,5.5,1.5,2.5,3.5,4.5,3.17,5.0,1.0,2.5,3.0,2.88,1.0,1.0,1.0,1.0,1.0,2.22,5.67,whether my performance aligned with my community and whether i thought others in my community would have done better,4.0,Confusion,It did not at all,"None, i thought it was kind of baseless",I would just emphasize thinking on your feet,"It was interesting I suppose, the message threw me off though"
p_967,,,,,,,descriptive_norms_1,descriptive_norms,Social Norms Theory,,8,0.0,0,0.0,0,0.0,0,0,False,0,False,0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p_968,24.0,Female,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",2.0,verbal_persuasion_3,verbal_persuasion,Self-Efficacy Theory,14.21,6,0.0,5,0.5,6,1.0,8,20,False,0,True,0,0.0,1,1.28,1.0,0.0,6.0,5.12,6.0,5.33,3.33,6.0,6.0,3.5,5.5,5.5,3.0,5.0,3.0,4.67,3.83,6.0,5.0,6.0,5.5,5.62,5.5,4.5,4.0,4.5,4.62,2.0,4.33,It was asking if words of encouragement / praise motivate me in continuing to complete something or working hard,4.0,"I don't think I had an emotional response but I did respond in my head to the question, and my thoughts were that",I think it motivated me to work hard as it made me think I would receive positive feedback,The thought of receiving positive feedback if performing well,I think there was a good amount of emphasis on positive feedback or performing well so I would focus on that,
p_969,27.0,Male,White or Caucasian,English,"Some college credit, no degree",15.0,descriptive_norms_3,descriptive_norms,Social Norms Theory,15.15,5,0.0,7,0.0,4,0.0,14,14,False,0,False,0,0.0,0,0.0,1.0,0.0,6.33,6.5,7.0,3.0,3.33,3.6,3.67,6.5,2.0,5.0,2.5,6.0,2.0,5.83,2.17,5.5,3.0,3.5,5.0,4.25,6.0,5.5,3.5,4.0,4.75,1.22,3.33,"If you are struggling, take a step back and remember your values",3.0,Bemusement,The bit that said to remain calm did help,The remaining calm and taking astep back aspect,I would forget the bit about values and focus more on relevant advice,"It was fun, thanks"
p_970,32.0,Prefer not to answer,White or Caucasian,English,GCSE/NVQ Level 2,5.0,social_sanctions_2,social_sanctions,Social Norms Theory,16.49,2,0.0,1,0.0,2,0.0,8,8,False,0,False,0,0.0,0,0.0,0.0,0.0,6.0,3.75,4.2,4.0,1.0,3.4,4.0,5.5,3.5,4.0,5.5,1.5,5.0,3.67,4.67,5.0,4.0,5.0,5.5,4.88,4.0,4.0,2.0,2.0,3.0,3.11,3.67,something that wasn't very rememberable as I can't remember anything about it.,1.0,I can't remember it,I can't remember it,I can't remember it,Create something that would make you remember it,The game was interesting. I almost completed a third word because the timer ran out. Maybe more time would have helped? I'm a little tired so that did not help. Good luck with your study.
p_971,21.0,Female,White or Caucasian,English,"Some college credit, no degree",500.0,relatedness_3,relatedness,Self-Determination Theory,27.32,5,0.0,3,0.0,13,0.0,46,46,False,0,False,0,0.0,0,0.0,0.0,1.0,4.0,4.12,5.4,3.33,3.33,3.0,3.33,3.0,5.0,3.0,4.5,4.0,4.0,3.33,4.5,4.0,3.0,4.0,3.0,3.5,3.0,3.0,3.5,5.0,3.62,2.78,5.17,Being connected to other people,2.0,I was anticipating it giving me a clue to a word,I was looking for related words,"No, I forgot it",I would give them a clue to the actual answers,
p_972,33.0,Female,White or Caucasian,english,"Some college credit, no degree",5.0,dissonance_reduction_2,dissonance_reduction,Cognitive Dissonance Theory,16.3,5,0.0,2,0.0,2,0.0,4,4,False,0,False,0,0.0,1,2.44,0.0,0.0,6.0,5.88,6.2,4.33,5.0,5.0,4.67,5.0,4.0,4.0,4.0,5.5,3.0,4.83,3.67,4.0,4.5,5.0,4.5,4.5,5.0,4.5,4.5,4.0,4.5,2.33,6.0,putting my mind to good use,2.0,Determined,concentrate more,to do my best,to switch off your mind and do your best,I enjoyed it and it made me think
p_973,27.0,Trans-gender,White or Caucasian,British,Trade/technical/vocational training,3.0,relatedness_2,relatedness,Self-Determination Theory,13.38,4,0.0,3,0.0,6,0.0,16,16,False,0,False,0,0.0,0,0.0,0.0,0.0,6.0,5.75,6.6,3.67,3.33,5.0,5.67,7.0,2.5,5.0,4.0,3.5,2.0,5.17,2.83,3.5,3.0,4.0,5.5,4.0,5.0,4.0,3.5,3.0,3.88,1.67,4.0,Being creative and challenging yourself? Or pushing yourself to your limits?,1.0,I felt inspired and seen,It encouraged me to work harder,,I would emphasize more about individuality and allowing space to be creative and relax.,
p_974,23.0,Female,White or Caucasian,English,Master’s degree,10.0,descriptive_norms_3,descriptive_norms,Social Norms Theory,14.08,7,0.0,5,0.0,12,0.0,42,42,False,0,False,0,0.0,0,0.0,1.0,1.0,5.67,5.75,7.0,4.0,2.0,3.2,4.0,6.0,1.5,4.0,2.0,4.0,3.5,4.67,2.33,2.0,2.0,2.0,2.0,2.0,3.5,4.0,2.5,2.5,3.12,1.67,2.17,it said something about sticking to your personal values and taking your time to get the solutions,4.0,confusion cause i wasn't sure how that helped the task,did not influence at all,no,i would probably just keep the first part that said like take your time,the dragging the letters in was quite hard. it would be good if you could have typed using your keyboard (like in wordle) rather than having to drag.
p_975,31.0,Female,White or Caucasian,English,Bachelor’s degree,100.0,social_sanctions_3,social_sanctions,Social Norms Theory,15.75,5,0.0,3,0.0,7,0.0,20,20,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,5.62,6.4,3.33,3.33,2.8,6.0,5.5,1.0,4.0,2.5,2.5,4.0,4.0,2.5,4.5,1.0,2.5,1.5,2.38,4.0,4.0,2.5,4.0,3.62,1.33,4.0,how owning up to your mistakes in the workplace makes you seem like a more reliable coworker,5.0,slight confusion and anxiety,it didn't influence it,no,try and stay calm while doing the challenge,
p_976,34.0,Male,White or Caucasian,English,Bachelor’s degree,0.0,relatedness_2,relatedness,Self-Determination Theory,12.99,3,0.0,3,0.0,5,0.0,16,16,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,5.0,5.8,2.33,2.0,2.6,2.33,6.0,2.0,4.5,3.5,5.0,2.5,5.17,2.67,3.0,2.0,2.0,2.0,2.25,4.0,4.0,2.0,2.0,3.0,1.33,3.17,being relaxed and take time in your day,1.0,"I didn't take the message in, I was more focused on performing well in the game",No influence on my performance,I didn't take in any of the message as I was focused on the game,A relaxation type message to relax you prior to playing.,Possibly have more emphasis on the message text. Although I read it I didn't take it in properly as I was more concerned about performing better in the task.
p_977,31.0,Male,Black or African American,English,Bachelor’s degree,15.0,reference_group_identification_1,reference_group_identification,Social Norms Theory,20.43,6,0.0,2,0.0,4,0.0,10,10,False,0,False,0,0.0,1,3.66,0.0,0.0,5.0,6.0,6.8,4.33,4.33,6.0,6.0,6.5,4.0,6.0,4.0,4.5,3.0,5.67,3.67,5.0,5.0,5.5,6.0,5.38,6.0,5.5,4.0,4.0,4.88,2.22,4.67,Do you know you are a part of a community,3.0,"Acceptance, being a part of something",It made me feel less pressured,"No, there wasn't. My mind was fixed on the price","I think I would leave it as it was, or make it more encouraging by reminding you of how amazing you are as a person","I think this study was very interesting, and I would like to be a part of others like this"
p_978,31.0,Male,Iranian,Farsi,Master’s degree,60.0,emotional_arousal_1,emotional_arousal,Self-Efficacy Theory,27.82,6,0.0,1,0.0,3,0.0,10,10,False,0,False,0,0.0,0,0.0,0.0,0.0,6.0,4.38,5.4,5.0,3.67,5.8,6.33,5.0,3.5,5.0,2.0,4.0,1.0,4.67,2.17,4.0,5.0,3.5,5.0,4.38,3.5,3.5,3.0,2.0,3.0,1.78,4.5,"I carefully read the message. I remember it was two messages, but I can't remember the context of messeges.",1.0,"I think it was somthing encourage me to try to have a better perfomance, and I think it was about the next round is more simple than previous one.",I remember it was encourage me to try to do better for creating words.,It tried to encourage me to do better for creating words.,Don't give up and don't lose your hope. It is simple and you can do it.,
